"","Species","Year","Month","Day","Region","Location","Site","Lat","Lon","Sector","CaptureMeth","TL","TL10","TL20","TL50","Age","AgeClass"
"2652","Brownspot Wrasse",2006,7,19,"Metro","Perth","#473 10m",NA,NA,"Research","LINE",356,350,340,350,8.791780822,8
"2653","Brownspot Wrasse",2006,7,19,"Metro","Perth","#473 10m",NA,NA,"Research","LINE",329,320,320,300,8.791780822,8
"2654","Brownspot Wrasse",2005,7,25,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",292,290,280,250,8.808219178,8
"2655","Brownspot Wrasse",2005,7,25,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",300,300,300,300,8.808219178,8
"2656","Brownspot Wrasse",2006,8,17,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",385,380,380,350,8.868493151,8
"2657","Brownspot Wrasse",2005,7,26,"Jurien","Jurien","EB5",-30.32908333,114.9877167,"Research","LINE",346,340,340,300,8.893150685,8
"2658","Brownspot Wrasse",2005,9,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",299,290,280,250,8.906849315,8
"2659","Brownspot Wrasse",2005,9,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",344,340,340,300,8.906849315,8
"2660","Brownspot Wrasse",2005,9,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",329,320,320,300,8.906849315,8
"2661","Brownspot Wrasse",2005,9,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",285,280,280,250,8.906849315,8
"2662","Brownspot Wrasse",2005,9,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",331,330,320,300,8.906849315,8
"2663","Brownspot Wrasse",2005,8,11,"Jurien","Jurien","BOSC",NA,NA,"Research","LINE",284,280,280,250,8.934246575,8
"2664","Brownspot Wrasse",2005,8,11,"Jurien","Jurien","BOSC",NA,NA,"Research","LINE",300,300,300,300,8.934246575,8
"2665","Brownspot Wrasse",2005,11,21,"Jurien","Green Head","JC29",-30.13761667,114.9921167,"Research","LINE",293,290,280,250,9.221917808,9
"2666","Brownspot Wrasse",2005,11,22,"Jurien","Green Head","JC5",-30.13035,114.9684667,"Research","LINE",301,300,300,300,9.224657534,9
"2667","Brownspot Wrasse",2005,11,24,"Jurien","Green Head","JC31",-30.07658333,114.9217833,"Research","LINE",266,260,260,250,9.230136986,9
"2668","Brownspot Wrasse",2006,1,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",330,330,320,300,9.293150685,9
"2669","Brownspot Wrasse",2005,3,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",310,310,300,300,9.457534247,9
"2670","Brownspot Wrasse",2006,3,8,"Jurien","Green Head","403",-30.09263333,114.9412833,"Research","LINE",265,260,260,250,9.515068493,9
"2671","Brownspot Wrasse",2006,3,9,"Jurien","Jurien","215",-30.25495,114.98115,"Research","LINE",247,240,240,200,9.517808219,9
"2672","Brownspot Wrasse",2007,5,31,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",328,320,320,300,9.660273973,9
"2673","Brownspot Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",360,360,360,350,9.715068493,9
"2674","Brownspot Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",311,310,300,300,9.715068493,9
"2675","Brownspot Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",347,340,340,300,9.769863014,9
"2676","Brownspot Wrasse",2006,7,19,"Metro","Perth","#474 6.2-7m",NA,NA,"Research","LINE",384,380,380,350,9.791780822,9
"2677","Brownspot Wrasse",2006,8,17,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",338,330,320,300,9.868493151,9
"2678","Brownspot Wrasse",2006,10,22,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",361,360,360,350,10.06027397,10
"2679","Brownspot Wrasse",2005,12,19,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",348,340,340,300,10.21643836,10
"2680","Brownspot Wrasse",2006,1,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",351,350,340,350,10.29315068,10
"2681","Brownspot Wrasse",2006,1,19,"Jurien","Jurien","JC18",-30.44171667,114.9984333,"Research","LINE",316,310,300,300,10.38082192,10
"2682","Brownspot Wrasse",2007,5,31,"Metro","Perth","432",NA,NA,"Research","LINE",363,360,360,350,10.66027397,10
"2683","Brownspot Wrasse",2006,7,19,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",340,340,340,300,10.79178082,10
"2684","Brownspot Wrasse",2006,7,13,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",312,310,300,300,11.77534247,11
"2685","Brownspot Wrasse",2005,2,5,"Jurien","Jurien","201",-30.2652,114.9846667,"Research","LINE",286,280,280,250,0.460273973,0
"2686","Brownspot Wrasse",2005,2,5,"Jurien","Jurien","lacdp2",NA,NA,"Research","LINE",271,270,260,250,0.726027397,0
"2687","Brownspot Wrasse",2005,3,7,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",332,330,320,300,0.726027397,0
"2688","Brownspot Wrasse",2005,4,5,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",302,300,300,300,0.767123288,0
"2689","Brownspot Wrasse",2005,6,21,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",378,370,360,350,0.857534247,0
"2690","Brownspot Wrasse",2005,7,31,"Jurien","Jurien","HRSR",NA,NA,"Research","LINE",282,280,280,250,0.863013699,0
"2691","Brownspot Wrasse",2005,8,1,"Jurien","Jurien","JV155",NA,NA,"Research","LINE",305,300,300,300,0.863013699,0
"2692","Brownspot Wrasse",2005,8,1,"Jurien","Jurien","JV155",NA,NA,"Research","LINE",300,300,300,300,0.863013699,0
"2693","Brownspot Wrasse",2005,8,8,"Jurien","Jurien","BOSC",NA,NA,"Research","LINE",305,300,300,300,0.865753425,0
"2694","Brownspot Wrasse",2005,8,22,"Jurien","Jurien","eb5i",NA,NA,"Research","LINE",223,220,220,200,0.887671233,0
"2695","Brownspot Wrasse",2005,8,22,"Jurien","Jurien","eb5i",NA,NA,"Research","LINE",268,260,260,250,0.887671233,0
"2696","Brownspot Wrasse",2005,8,27,"Jurien","Green Head","JC2",-30.10328333,114.96515,"Research","LINE",242,240,240,200,0.901369863,0
"2697","Brownspot Wrasse",2005,8,27,"Jurien","Green Head","JC2",-30.10328333,114.96515,"Research","LINE",235,230,220,200,0.901369863,0
"2698","Brownspot Wrasse",2005,8,27,"Jurien","Green Head","JC2",-30.10328333,114.96515,"Research","LINE",227,220,220,200,0.901369863,0
"2699","Brownspot Wrasse",2005,9,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",316,310,300,300,0.901369863,0
"2700","Brownspot Wrasse",2005,9,1,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",365,360,360,350,0.901369863,0
"2701","Brownspot Wrasse",2005,10,13,"Jurien","Jurien","boli",NA,NA,"Research","LINE",155,150,140,150,0.901369863,0
"2702","Brownspot Wrasse",2005,10,13,"Jurien","Jurien","boli",NA,NA,"Research","LINE",244,240,240,200,0.901369863,0
"2703","Brownspot Wrasse",2005,10,28,"Jurien","Jurien","BOOMA",-30.31781667,114.97045,"Research","LINE",319,310,300,300,0.906849315,0
"2704","Brownspot Wrasse",2005,11,3,"Jurien","Jurien","JC19",-30.43735,115.0355333,"Research","LINE",272,270,260,250,0.906849315,0
"2705","Brownspot Wrasse",2005,11,22,"Jurien","Green Head","JC5",-30.13035,114.9684667,"Research","LINE",298,290,280,250,0.906849315,0
"2706","Brownspot Wrasse",2005,11,24,"Jurien","Green Head","FI11M",-30.12615,114.9370167,"Research","LINE",281,280,280,250,0.906849315,0
"2707","Brownspot Wrasse",2005,12,2,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",357,350,340,350,0.934246575,0
"2708","Brownspot Wrasse",2005,12,19,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",347,340,340,300,0.934246575,0
"2709","Brownspot Wrasse",2006,1,11,"Jurien","Jurien","JC13",-30.32908333,114.9877167,"Research","LINE",250,250,240,250,0.934246575,0
"2710","Brownspot Wrasse",2006,2,7,"Jurien","Green Head","FI11M",-30.12615,114.9370167,"Research","LINE",248,240,240,200,0.934246575,0
"2711","Brownspot Wrasse",2006,2,7,"Jurien","Green Head","FI11M",-30.12615,114.9370167,"Research","LINE",228,220,220,200,0.934246575,0
"2712","Brownspot Wrasse",2006,2,9,"Jurien","Green Head","JC7",-30.15161667,114.9473333,"Research","LINE",274,270,260,250,0.934246575,0
"2713","Brownspot Wrasse",2006,3,7,"Jurien","Jurien","esc & whit",NA,NA,"Research","LINE",246,240,240,200,0.934246575,0
"2714","Brownspot Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",232,230,220,200,0.934246575,0
"2715","Brownspot Wrasse",2006,6,7,"Jurien","Jurien","JC23",-30.41958333,115.0389,"Research","LINE",297,290,280,250,0.945205479,0
"2716","Brownspot Wrasse",2006,6,7,"Jurien","Jurien","JC18",-30.44171667,114.9984333,"Research","LINE",299,290,280,250,0.945205479,0
"2717","Brownspot Wrasse",2006,8,17,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",208,200,200,200,0.945205479,0
"2718","Brownspot Wrasse",2006,4,7,"Jurien","Jurien","JC22",-30.44596667,114.9907333,"Research","LINE",285,280,280,250,1.084931507,1
"2719","Brownspot Wrasse",2006,8,28,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",300,300,300,300,1.084931507,1
"2720","Brownspot Wrasse",2006,9,15,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",205,200,200,200,1.084931507,1
"2721","Brownspot Wrasse",2006,9,19,"Jurien","Jurien","w of #201 12.5m",NA,NA,"Research","LINE",255,250,240,250,1.084931507,1
"2722","Brownspot Wrasse",2006,9,20,"Jurien","Green Head","120 m SW of #434 10m",NA,NA,"Research","LINE",238,230,220,200,1.084931507,1
"2723","Brownspot Wrasse",2006,11,25,"Jurien","Jurien","outer rocks 9m",NA,NA,"Research","LINE",230,230,220,200,1.084931507,1
"2724","Brownspot Wrasse",2006,12,11,"Jurien","Green Head","#401",NA,NA,"Research","LINE",212,210,200,200,1.084931507,1
"2725","Brownspot Wrasse",2007,2,27,"Metro","Perth","Murray reefs",NA,NA,"Research","LINE",350,350,340,350,1.084931507,1
"2726","Brownspot Wrasse",2007,2,27,"Metro","Perth","Murray reefs",NA,NA,"Research","LINE",176,170,160,150,1.084931507,1
"2727","Brownspot Wrasse",2007,2,27,"Metro","Perth","Murray reefs",NA,NA,"Research","LINE",273,270,260,250,1.084931507,1
"2728","Brownspot Wrasse",2007,2,27,"Metro","Perth","Murray reefs",NA,NA,"Research","LINE",370,370,360,350,1.084931507,1
"2729","Brownspot Wrasse",2007,1,25,"Metro","Perth","#547",NA,NA,"Research","LINE",314,310,300,300,1.084931507,1
"2730","Brownspot Wrasse",2007,1,25,"Metro","Perth","#468",NA,NA,"Research","LINE",294,290,280,250,1.084931507,1
"2731","Brownspot Wrasse",2007,1,25,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",325,320,320,300,1.084931507,1
"2732","Brownspot Wrasse",2007,6,21,"Metro","Perth","#616",NA,NA,"Research","LINE",268,260,260,250,1.345205479,1
"2733","Brownspot Wrasse",2007,5,31,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",297,290,280,250,1.345205479,1
"2734","Brownspot Wrasse",2007,10,7,"Jurien","Green Head","JC35",-30.17226667,114.9455333,"Research","LINE",165,160,160,150,1.353424658,1
"2735","Brownspot Wrasse",2007,10,7,"Jurien","Green Head","JC35",-30.17226667,114.9455333,"Research","LINE",168,160,160,150,1.4,1
"2736","Brownspot Wrasse",2007,12,4,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",219,210,200,200,1.4,1
"2737","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmol",NA,NA,"Research","LINE",160,160,160,150,1.402739726,1
"2738","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmo2",NA,NA,"Research","LINE",156,150,140,150,1.402739726,1
"2739","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",187,180,180,150,1.402739726,1
"2740","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",178,170,160,150,1.402739726,1
"2741","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmol",NA,NA,"Research","LINE",209,200,200,200,1.402739726,1
"2742","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmol",NA,NA,"Research","LINE",218,210,200,200,1.402739726,1
"2743","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmo2",NA,NA,"Research","LINE",196,190,180,150,1.402739726,1
"2744","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",211,210,200,200,1.402739726,1
"2745","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",209,200,200,200,1.41369863,1
"2746","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmol",NA,NA,"Research","LINE",268,260,260,250,1.41369863,1
"2747","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmo2",NA,NA,"Research","LINE",265,260,260,250,1.419178082,1
"2748","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmo2",NA,NA,"Research","LINE",253,250,240,250,1.419178082,1
"2749","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmol",NA,NA,"Research","LINE",304,300,300,300,1.419178082,1
"2750","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmol",NA,NA,"Research","LINE",340,340,340,300,1.419178082,1
"2751","Brownspot Wrasse",2006,2,14,"Metro","Perth","nmo2",NA,NA,"Research","LINE",308,300,300,300,1.419178082,1
"2752","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",300,300,300,300,1.460273973,1
"2753","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",250,250,240,250,1.460273973,1
"2754","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",272,270,260,250,1.460273973,1
"2755","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",248,240,240,200,1.460273973,1
"2756","Brownspot Wrasse",2006,3,27,"Metro","Perth","nessie",NA,NA,"Research","LINE",231,230,220,200,1.460273973,1
"2757","King Wrasse",2006,3,10,"Jurien","Jurien","JC12",-30.31781667,114.97045,"Research","LINE",70,70,60,50,1.460273973,1
"2758","King Wrasse",2006,10,6,"Metro","Perth","N carnac 3-6m",NA,NA,"Research","LINE",100,100,100,100,1.657534247,1
"2759","King Wrasse",2006,10,6,"Metro","Perth","N carnac 3-6m",NA,NA,"Research","LINE",86,80,80,50,1.657534247,1
"2760","King Wrasse",2006,10,8,"Jurien","Jurien","Booka ",NA,NA,"Research","LINE",88,80,80,50,1.663013699,1
"2761","King Wrasse",2006,10,9,"Jurien","Jurien","Booka ",NA,NA,"Research","LINE",95,90,80,50,1.663013699,1
"2762","King Wrasse",2006,11,26,"Jurien","Green Head","JC1",-30.07931667,114.9678,"Research","LINE",89,80,80,50,1.854794521,1
"2763","King Wrasse",2005,12,2,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",128,120,120,100,1.854794521,1
"2764","King Wrasse",2005,12,9,"Jurien","Green Head","#JFV5",NA,NA,"Research","LINE",98,90,80,50,1.854794521,1
"2765","King Wrasse",2006,12,11,"Jurien","Green Head","JC28",-30.13451667,114.9677167,"Research","LINE",110,110,100,100,1.854794521,1
"2766","King Wrasse",2006,12,11,"Jurien","Green Head","JC28",-30.13451667,114.9677167,"Research","LINE",115,110,100,100,1.854794521,1
"2767","King Wrasse",2006,1,14,"Jurien","Jurien","JC21",-30.29423333,114.96625,"Research","LINE",87,80,80,50,1.860273973,1
"2768","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",146,140,140,100,1.860273973,1
"2769","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",160,160,160,150,1.863013699,1
"2770","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",151,150,140,150,1.863013699,1
"2771","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",145,140,140,100,1.863013699,1
"2772","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",147,140,140,100,1.863013699,1
"2773","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",144,140,140,100,1.863013699,1
"2774","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",151,150,140,150,1.863013699,1
"2775","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",128,120,120,100,1.863013699,1
"2776","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",120,120,120,100,1.863013699,1
"2777","King Wrasse",2006,1,24,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",126,120,120,100,1.863013699,1
"2778","King Wrasse",2006,2,2,"Jurien","Jurien","312",-30.07461667,114.9289333,"Research","LINE",89,80,80,50,1.865753425,1
"2779","King Wrasse",2007,2,27,"Metro","Perth","Murray reefs",NA,NA,"Research","LINE",140,140,140,100,1.865753425,1
"2780","King Wrasse",2007,2,27,"Metro","Perth","Murray reefs",NA,NA,"Research","LINE",145,140,140,100,1.865753425,1
"2781","King Wrasse",2007,2,27,"Metro","Perth","Murray reefs",NA,NA,"Research","LINE",156,150,140,150,1.865753425,1
"2782","King Wrasse",2006,3,8,"Jurien","Green Head","402",-30.08116667,114.9308667,"Research","LINE",122,120,120,100,1.865753425,1
"2783","King Wrasse",2006,3,8,"Jurien","Green Head","403",-30.09263333,114.9412833,"Research","LINE",100,100,100,100,1.865753425,1
"2784","King Wrasse",2006,3,9,"Jurien","Jurien","201",-30.2652,114.9846667,"Research","LINE",135,130,120,100,1.865753425,1
"2785","King Wrasse",2007,4,12,"Jurien","Jurien","JC10",-30.29761667,115.0290333,"Research","LINE",148,140,140,100,1.887671233,1
"2786","King Wrasse",2007,4,13,"Jurien","Jurien","JC14",-30.32965,115.0022667,"Research","LINE",124,120,120,100,1.898630137,1
"2787","King Wrasse",2007,4,13,"Jurien","Jurien","JC14",-30.32965,115.0022667,"Research","LINE",118,110,100,100,1.901369863,1
"2788","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",155,150,140,150,1.904109589,1
"2789","King Wrasse",2007,4,14,"Jurien","Jurien","JC16",-30.34538333,115.0375167,"Research","LINE",139,130,120,100,1.904109589,1
"2790","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",151,150,140,150,2.019178082,2
"2791","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",155,150,140,150,2.019178082,2
"2792","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",151,150,140,150,2.019178082,2
"2793","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",145,140,140,100,2.019178082,2
"2794","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",155,150,140,150,2.019178082,2
"2795","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",137,130,120,100,2.019178082,2
"2796","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",157,150,140,150,2.019178082,2
"2797","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",160,160,160,150,2.019178082,2
"2798","King Wrasse",2006,4,24,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",118,110,100,100,2.019178082,2
"2799","King Wrasse",2006,4,28,"Jurien","Jurien","JC23",-30.41958333,115.0389,"Research","LINE",148,140,140,100,2.019178082,2
"2800","King Wrasse",2006,4,30,"Jurien","Green Head","JC3",-30.12038333,114.95365,"Research","LINE",157,150,140,150,2.019178082,2
"2801","King Wrasse",2006,4,30,"Jurien","Green Head","JC3",-30.12038333,114.95365,"Research","LINE",145,140,140,100,2.019178082,2
"2802","King Wrasse",2006,4,30,"Jurien","Green Head","JC3",-30.12038333,114.95365,"Research","LINE",135,130,120,100,2.019178082,2
"2803","King Wrasse",2006,4,30,"Jurien","Green Head","JC3",-30.12038333,114.95365,"Research","LINE",144,140,140,100,2.019178082,2
"2804","King Wrasse",2006,5,2,"Jurien","Green Head","425",-30.08911667,114.9538,"Research","LINE",116,110,100,100,2.084931507,2
"2805","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",170,170,160,150,2.087671233,2
"2806","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",175,170,160,150,2.087671233,2
"2807","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",158,150,140,150,2.087671233,2
"2808","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",142,140,140,100,2.112328767,2
"2809","King Wrasse",2007,5,10,"Jurien","Jurien","JC15",-30.33548333,115.00365,"Research","LINE",140,140,140,100,2.134246575,2
"2810","King Wrasse",2007,5,11,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",174,170,160,150,2.153424658,2
"2811","King Wrasse",2007,5,11,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",152,150,140,150,2.153424658,2
"2812","King Wrasse",2007,5,11,"Jurien","Green Head","JC5",-30.13035,114.9684667,"Research","LINE",170,170,160,150,2.156164384,2
"2813","King Wrasse",2006,5,13,"Jurien","Green Head","JC5",-30.13035,114.9684667,"Research","LINE",162,160,160,150,2.15890411,2
"2814","King Wrasse",2006,5,13,"Jurien","Green Head","JC5",-30.13035,114.9684667,"Research","LINE",164,160,160,150,2.15890411,2
"2815","King Wrasse",2006,5,13,"Jurien","Green Head","JC5",-30.13035,114.9684667,"Research","LINE",166,160,160,150,2.15890411,2
"2816","King Wrasse",2007,5,14,"Jurien","Green Head","JC32",-30.07616667,114.9593667,"Research","LINE",120,120,120,100,2.167123288,2
"2817","King Wrasse",2006,6,3,"Jurien","Green Head","438",-30.16013333,114.9570667,"Research","LINE",156,150,140,150,2.194520548,2
"2818","King Wrasse",2006,6,3,"Jurien","Green Head","438",-30.16013333,114.9570667,"Research","LINE",136,130,120,100,2.210958904,2
"2819","King Wrasse",2006,6,3,"Jurien","Green Head","438",-30.16013333,114.9570667,"Research","LINE",128,120,120,100,2.210958904,2
"2820","King Wrasse",2006,6,3,"Jurien","Green Head","438",-30.16013333,114.9570667,"Research","LINE",132,130,120,100,2.210958904,2
"2821","King Wrasse",2006,6,7,"Jurien","Jurien","JC18",-30.44171667,114.9984333,"Research","LINE",146,140,140,100,2.416438356,2
"2822","King Wrasse",2006,6,9,"Jurien","Jurien","#460",NA,NA,"Research","LINE",174,170,160,150,2.460273973,2
"2823","King Wrasse",2006,6,30,"Jurien","Jurien","SE essex",NA,NA,"Research","LINE",159,150,140,150,2.460273973,2
"2824","King Wrasse",2006,6,30,"Jurien","Jurien","SE essex",NA,NA,"Research","LINE",135,130,120,100,2.471232877,2
"2825","King Wrasse",2006,7,2,"Jurien","Green Head","JC4",-30.12615,114.9370167,"Research","LINE",119,110,100,100,2.498630137,2
"2826","King Wrasse",2006,7,2,"Jurien","Green Head","JC4",-30.12615,114.9370167,"Research","LINE",185,180,180,150,2.498630137,2
"2827","King Wrasse",2006,7,2,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",172,170,160,150,2.498630137,2
"2828","King Wrasse",2006,7,2,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",180,180,180,150,2.498630137,2
"2829","King Wrasse",2006,7,2,"Jurien","Green Head","JC6",-30.13401667,114.9489167,"Research","LINE",171,170,160,150,2.498630137,2
"2830","King Wrasse",2005,7,11,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",135,130,120,100,2.506849315,2
"2831","King Wrasse",2006,7,19,"Metro","Perth","STRAGGLERS",-32.0593413,115.6348038,"Research","LINE",135,130,120,100,2.509589041,2
"2832","King Wrasse",2005,7,26,"Jurien","Jurien","EB5",-30.32908333,114.9877167,"Research","LINE",135,130,120,100,2.509589041,2
"2833","King Wrasse",2005,7,26,"Jurien","Jurien","EB5",-30.32908333,114.9877167,"Research","LINE",141,140,140,100,2.509589041,2
"2834","King Wrasse",2005,7,27,"Jurien","Jurien","boom",NA,NA,"Research","LINE",116,110,100,100,2.509589041,2
"2835","King Wrasse",2005,7,28,"Jurien","Jurien","favi",NA,NA,"Research","LINE",166,160,160,150,2.509589041,2
"2836","King Wrasse",2005,7,28,"Jurien","Jurien","favi",NA,NA,"Research","LINE",133,130,120,100,2.509589041,2
"2837","King Wrasse",2005,7,28,"Jurien","Jurien","favi",NA,NA,"Research","LINE",129,120,120,100,2.509589041,2
"2838","King Wrasse",2005,8,1,"Jurien","Jurien","JV155",NA,NA,"Research","LINE",179,170,160,150,2.509589041,2
"2839","King Wrasse",2005,8,9,"Jurien","Green Head","FI22M",-30.1312,114.92915,"Research","LINE",132,130,120,100,2.509589041,2
"2840","King Wrasse",2005,8,11,"Jurien","Green Head","8m reef",-30.15161667,114.9473333,"Research","LINE",140,140,140,100,2.509589041,2
"2841","King Wrasse",2006,8,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",123,120,120,100,2.509589041,2
"2842","King Wrasse",2006,8,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",101,100,100,100,2.512328767,2
"2843","King Wrasse",2006,8,17,"Metro","Perth","ROTTO",-32.04166603,115.5416679,"Research","LINE",104,100,100,100,2.512328767,2
"2844","King Wrasse",2005,8,22,"Jurien","Jurien","eb5i",NA,NA,"Research","LINE",153,150,140,150,2.512328767,2
"2845","King Wrasse",2005,8,22,"Jurien","Jurien","eb5i",NA,NA,"Research","LINE",181,180,180,150,2.523287671,2
"2846","King Wrasse",2005,9,16,"Jurien","Jurien","NHSC",NA,NA,"Research","LINE",147,140,140,100,2.539726027,2
"2847","King Wrasse",2005,9,16,"Jurien","Jurien","NHSC",NA,NA,"Research","LINE",169,160,160,150,2.539726027,2
"2848","King Wrasse",2005,9,16,"Jurien","Jurien","NHSC",NA,NA,"Research","LINE",169,160,160,150,2.539726027,2
"2849","King Wrasse",2005,9,16,"Jurien","Jurien","NHSC",NA,NA,"Research","LINE",197,190,180,150,2.539726027,2
"2850","King Wrasse",2006,9,20,"Jurien","Green Head","#477 6m",NA,NA,"Research","LINE",124,120,120,100,2.539726027,2
