"","Species","Year","Month","Day","Region","Location","Block","Lat","Lon","Sector","CaptureMeth","TL","TL10","TL20","TL50"
"1838","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",375,370,360,350
"1839","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",353,350,340,350
"1840","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",351,350,340,350
"1841","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",372,370,360,350
"1842","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",477,470,460,450
"1843","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",342,340,340,300
"1844","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",467,460,460,450
"1845","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",379,370,360,350
"1846","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",462,460,460,450
"1847","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",417,410,400,400
"1848","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",467,460,460,450
"1849","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",509,500,500,500
"1850","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",419,410,400,400
"1851","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",382,380,380,350
"1852","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",496,490,480,450
"1853","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",391,390,380,350
"1854","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",382,380,380,350
"1855","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",394,390,380,350
"1856","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",332,330,320,300
"1857","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",405,400,400,400
"1858","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",505,500,500,500
"1859","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",412,410,400,400
"1860","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",462,460,460,450
"1861","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",395,390,380,350
"1862","Redthroat Emperor",2010,1,6,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",449,440,440,400
"1863","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",352,350,340,350
"1864","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",362,360,360,350
"1865","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",389,380,380,350
"1866","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",372,370,360,350
"1867","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",465,460,460,450
"1868","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",424,420,420,400
"1869","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",378,370,360,350
"1870","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",392,390,380,350
"1871","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",319,310,300,300
"1872","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",360,360,360,350
"1873","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",332,330,320,300
"1874","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",431,430,420,400
"1875","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",382,380,380,350
"1876","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",420,420,420,400
"1877","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",461,460,460,450
"1878","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",405,400,400,400
"1879","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",509,500,500,500
"1880","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",401,400,400,400
"1881","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",364,360,360,350
"1882","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",422,420,420,400
"1883","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",397,390,380,350
"1884","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",433,430,420,400
"1885","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",338,330,320,300
"1886","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",380,380,380,350
"1887","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",333,330,320,300
"1888","Redthroat Emperor",2010,1,18,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",394,390,380,350
"1889","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",480,480,480,450
"1890","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",368,360,360,350
"1891","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",398,390,380,350
"1892","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",422,420,420,400
"1893","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",456,450,440,450
"1894","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",436,430,420,400
"1895","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",387,380,380,350
"1896","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",399,390,380,350
"1897","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",382,380,380,350
"1898","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",456,450,440,450
"1899","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",364,360,360,350
"1900","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",290,290,280,250
"1901","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",295,290,280,250
"1902","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",361,360,360,350
"1903","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",395,390,380,350
"1904","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",427,420,420,400
"1905","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",360,360,360,350
"1906","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",352,350,340,350
"1907","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",411,410,400,400
"1908","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",418,410,400,400
"1909","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",316,310,300,300
"1910","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",395,390,380,350
"1911","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",419,410,400,400
"1912","Redthroat Emperor",2010,1,27,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",400,400,400,400
"1913","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",433,430,420,400
"1914","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",395,390,380,350
"1915","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",345,340,340,300
"1916","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",469,460,460,450
"1917","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",483,480,480,450
"1918","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",435,430,420,400
"1919","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",433,430,420,400
"1920","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",444,440,440,400
"1921","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",334,330,320,300
"1922","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",339,330,320,300
"1923","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",429,420,420,400
"1924","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",409,400,400,400
"1925","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",416,410,400,400
"1926","Redthroat Emperor",2010,2,17,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",413,410,400,400
"1927","Redthroat Emperor",2010,3,21,"Mid","Abrolhos Easter Group",NA,NA,NA,"Commercial","LINE",349,340,340,300
"1928","Redthroat Emperor",2010,3,28,"Mid","Abrolhos Easter Group",NA,NA,NA,"Commercial","LINE",481,480,480,450
"1929","Redthroat Emperor",2010,3,28,"Mid","Geraldton","102BA",-28.54166698,114.375,"Commercial","LINE",340,340,340,300
"1930","Redthroat Emperor",2010,3,28,"Mid","Abrolhos Easter Group",NA,NA,NA,"Commercial","LINE",463,460,460,450
"1931","Redthroat Emperor",2010,5,26,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",429,420,420,400
"1932","Redthroat Emperor",2010,5,26,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",410,410,400,400
"1933","Redthroat Emperor",2010,5,26,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",473,470,460,450
"1934","Redthroat Emperor",2010,6,13,"Mid","Geraldton","96BA",-29.04166698,114.375,"Recreational","LINE",547,540,540,500
"1935","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",546,540,540,500
"1936","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",422,420,420,400
"1937","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",443,440,440,400
"1938","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",347,340,340,300
"1939","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",487,480,480,450
"1940","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",357,350,340,350
"1941","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",440,440,440,400
"1942","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",502,500,500,500
"1943","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",469,460,460,450
"1944","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",411,410,400,400
"1945","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",513,510,500,500
"1946","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",436,430,420,400
"1947","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",416,410,400,400
"1948","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",387,380,380,350
"1949","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",393,390,380,350
"1950","Redthroat Emperor",2010,8,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",507,500,500,500
"1951","Redthroat Emperor",2011,1,5,"Mid","Geraldton","99BB",-28.79166698,114.4583321,"Recreational","LINEDRIFT",437,430,420,400
"1952","Redthroat Emperor",2011,1,5,"Mid","Abrolhos Southern Group","96AU",-29.04166698,113.875,"Recreational","LINEDRIFT",425,420,420,400
"1953","Redthroat Emperor",2011,1,5,"Mid","Abrolhos Southern Group","96AU",-29.04166698,113.875,"Recreational","LINEDRIFT",397,390,380,350
"1954","Redthroat Emperor",2011,2,8,"Mid","Geraldton","98BA",-28.875,114.375,"Recreational","LINEDRIFT",513,510,500,500
"1955","Redthroat Emperor",2011,2,8,"Mid","Geraldton","98BA",-28.875,114.375,"Recreational","LINEDRIFT",454,450,440,450
"1956","Redthroat Emperor",2011,2,8,"Mid","Geraldton",NA,NA,NA,"Recreational","LINE",486,480,480,450
"1957","Redthroat Emperor",2011,2,8,"Mid","Geraldton",NA,NA,NA,"Recreational","LINE",510,510,500,500
"1958","Redthroat Emperor",2011,2,12,"Mid","Geraldton",NA,NA,NA,"Recreational","LINE",434,430,420,400
"1959","Redthroat Emperor",2011,2,12,"Mid","Geraldton",NA,NA,NA,"Recreational","LINE",451,450,440,450
"1960","Redthroat Emperor",2011,2,15,"Mid","Geraldton",NA,NA,NA,"Recreational","LINE",510,510,500,500
"1961","Redthroat Emperor",2011,3,3,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",383,380,380,350
"1962","Redthroat Emperor",2011,3,3,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINEDRIFT",332,330,320,300
"1963","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AX",-28.54166698,114.125,"Commercial","LINEDRIFT",443,440,440,400
"1964","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",419,410,400,400
"1965","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",410,410,400,400
"1966","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",380,380,380,350
"1967","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",400,400,400,400
"1968","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",340,340,340,300
"1969","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",379,370,360,350
"1970","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",347,340,340,300
"1971","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",382,380,380,350
"1972","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",359,350,340,350
"1973","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",464,460,460,450
"1974","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","103AW",-28.45833302,114.0416679,"Commercial","LINEDRIFT",434,430,420,400
"1975","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",431,430,420,400
"1976","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",340,340,340,300
"1977","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",481,480,480,450
"1978","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","103AW",-28.45833302,114.0416679,"Commercial","LINEDRIFT",429,420,420,400
"1979","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","103AW",-28.45833302,114.0416679,"Commercial","LINEDRIFT",415,410,400,400
"1980","Redthroat Emperor",2011,3,27,"Mid","Geraldton","103AW",-28.45833302,114.0416679,"Commercial","LINEDRIFT",441,440,440,400
"1981","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","103AU",-28.45833302,113.875,"Commercial","LINEDRIFT",347,340,340,300
"1982","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","103AU",-28.45833302,113.875,"Commercial","LINEDRIFT",350,350,340,350
"1983","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",472,470,460,450
"1984","Redthroat Emperor",2011,3,27,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",370,370,360,350
"1985","Redthroat Emperor",2011,3,28,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",357,350,340,350
"1986","Redthroat Emperor",2011,3,28,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",374,370,360,350
"1987","Redthroat Emperor",2011,3,28,"Mid","Abrolhos","102AT",-28.54166698,113.7916679,"Commercial","LINEDRIFT",409,400,400,400
"1988","Redthroat Emperor",2011,3,28,"Mid","Abrolhos","102AS",-28.54166698,113.7083321,"Commercial","LINEDRIFT",440,440,440,400
"1989","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",462,460,460,450
"1990","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",442,440,440,400
"1991","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",548,540,540,500
"1992","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",402,400,400,400
"1993","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",568,560,560,550
"1994","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",527,520,520,500
"1995","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",511,510,500,500
"1996","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",439,430,420,400
"1997","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",392,390,380,350
"1998","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",428,420,420,400
"1999","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",309,300,300,300
"2000","Redthroat Emperor",2011,4,16,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",585,580,580,550
"2001","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",500,500,500,500
"2002","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",486,480,480,450
"2003","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",506,500,500,500
"2004","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",567,560,560,550
"2005","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",565,560,560,550
"2006","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",488,480,480,450
"2007","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",468,460,460,450
"2008","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",524,520,520,500
"2009","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",400,400,400,400
"2010","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",413,410,400,400
"2011","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",507,500,500,500
"2012","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",565,560,560,550
"2013","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",467,460,460,450
"2014","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",485,480,480,450
"2015","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",395,390,380,350
"2016","Redthroat Emperor",2011,5,7,"Mid","Greenough",NA,NA,NA,"Commercial","LINE",457,450,440,450
"2017","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",508,500,500,500
"2018","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",580,580,580,550
"2019","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",450,450,440,450
"2020","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",547,540,540,500
"2021","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",439,430,420,400
"2022","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",559,550,540,550
"2023","Redthroat Emperor",2011,5,7,"Mid","Abrolhos",NA,NA,NA,"Commercial","LINE",567,560,560,550
"2024","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",495,490,480,450
"2025","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",400,400,400,400
"2026","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",409,400,400,400
"2027","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",399,390,380,350
"2028","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",379,370,360,350
"2029","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",377,370,360,350
"2030","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",342,340,340,300
"2031","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",540,540,540,500
"2032","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",412,410,400,400
"2033","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",373,370,360,350
"2034","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",345,340,340,300
"2035","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",330,330,320,300
"2036","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",430,430,420,400
"2037","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",377,370,360,350
"2038","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",398,390,380,350
"2039","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",509,500,500,500
"2040","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",528,520,520,500
"2041","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",435,430,420,400
"2042","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",345,340,340,300
"2043","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",419,410,400,400
"2044","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",465,460,460,450
"2045","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",414,410,400,400
"2046","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",390,390,380,350
"2047","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",397,390,380,350
"2048","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",417,410,400,400
"2049","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",386,380,380,350
"2050","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",379,370,360,350
"2051","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",372,370,360,350
"2052","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",413,410,400,400
"2053","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",357,350,340,350
"2054","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",325,320,320,300
"2055","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",319,310,300,300
"2056","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",434,430,420,400
"2057","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",444,440,440,400
"2058","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",379,370,360,350
"2059","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",378,370,360,350
"2060","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",505,500,500,500
"2061","Redthroat Emperor",2011,6,1,"Mid","Geraldton",NA,NA,NA,"Commercial","LINE",492,490,480,450
